,initial_pos,sc_lap,sc_decision,sc_laps_travelled,sc_laps_remaining,sc_tyre_compound,before_pit_pos,Temperature,Humidity,Altitude,Turns,RaceDistance,TrackLength,TeamAbility,DriverAbility,final_pos_gained
413,2.0,29.0,0.0,10.0,24.0,3.0,2.0,66.84,0.57,12.8,11.0,59.0,5.793,739.0,413.0,-1.0
414,14.0,29.0,0.0,6.0,24.0,2.0,15.0,66.84,0.57,12.8,11.0,59.0,5.793,1.0,0.0,0.0
415,3.0,29.0,0.0,2.0,24.0,3.0,4.0,66.84,0.57,12.8,11.0,59.0,5.793,739.0,326.0,1.0
416,15.0,29.0,1.0,29.0,24.0,3.0,17.0,66.84,0.57,12.8,11.0,59.0,5.793,1.0,1.0,-2.0
417,10.0,29.0,0.0,8.0,24.0,3.0,7.0,66.84,0.57,12.8,11.0,59.0,5.793,57.0,14.0,1.0
418,6.0,11.0,1.0,11.0,67.0,5.0,12.0,69.35,0.68,42.0,19.0,78.0,3.337,91.0,54.0,-3.0
419,12.0,11.0,0.0,36.0,67.0,4.0,10.0,69.35,0.68,42.0,19.0,78.0,3.337,145.0,49.0,1.0
420,4.0,11.0,1.0,11.0,67.0,5.0,4.0,69.35,0.68,42.0,19.0,78.0,3.337,504.0,240.0,2.0
421,14.0,11.0,0.0,35.0,67.0,5.0,13.0,69.35,0.68,42.0,19.0,78.0,3.337,57.0,43.0,-3.0
422,13.0,11.0,0.0,39.0,67.0,5.0,9.0,69.35,0.68,42.0,19.0,78.0,3.337,0.0,8.0,3.0
423,8.0,11.0,0.0,16.0,67.0,5.0,5.0,69.35,0.68,42.0,19.0,78.0,3.337,417.0,95.0,3.0
424,16.0,11.0,1.0,11.0,67.0,4.0,17.0,69.35,0.68,42.0,19.0,78.0,3.337,73.0,52.0,4.0
425,17.0,11.0,0.0,28.0,67.0,4.0,11.0,69.35,0.68,42.0,19.0,78.0,3.337,73.0,21.0,1.0
426,5.0,11.0,1.0,11.0,67.0,5.0,14.0,69.35,0.68,42.0,19.0,78.0,3.337,0.0,20.0,-9.0
427,10.0,11.0,0.0,29.0,67.0,5.0,8.0,69.35,0.68,42.0,19.0,78.0,3.337,85.0,92.0,2.0
428,7.0,11.0,0.0,21.0,67.0,5.0,7.0,69.35,0.68,42.0,19.0,78.0,3.337,85.0,37.0,0.0
429,11.0,11.0,0.0,2.0,67.0,3.0,18.0,69.35,0.68,42.0,19.0,78.0,3.337,91.0,37.0,-2.0
430,3.0,11.0,1.0,11.0,67.0,5.0,2.0,69.35,0.68,42.0,19.0,78.0,3.337,417.0,278.0,-1.0
431,1.0,11.0,1.0,11.0,67.0,5.0,1.0,69.35,0.68,42.0,19.0,78.0,3.337,739.0,413.0,0.0
432,9.0,11.0,0.0,19.0,67.0,5.0,6.0,69.35,0.68,42.0,19.0,78.0,3.337,145.0,96.0,3.0
433,19.0,11.0,0.0,1.0,67.0,4.0,19.0,69.35,0.68,42.0,19.0,78.0,3.337,1.0,0.0,4.0
434,2.0,11.0,2.0,11.0,67.0,5.0,3.0,69.35,0.68,42.0,19.0,78.0,3.337,739.0,326.0,-1.0
435,20.0,11.0,0.0,10.0,67.0,4.0,15.0,69.35,0.68,42.0,19.0,78.0,3.337,1.0,1.0,2.0
436,18.0,11.0,0.0,33.0,67.0,5.0,16.0,69.35,0.68,42.0,19.0,78.0,3.337,57.0,14.0,-1.0
437,7.0,1.0,0.0,19.0,52.0,4.0,6.0,71.79,0.65,1.9,18.0,53.0,5.848,145.0,49.0,-1.0
438,15.0,1.0,0.0,8.0,52.0,3.0,15.0,71.79,0.65,1.9,18.0,53.0,5.848,57.0,43.0,2.0
439,16.0,1.0,0.0,25.0,52.0,3.0,13.0,71.79,0.65,1.9,18.0,53.0,5.848,85.0,95.0,2.0
440,11.0,1.0,0.0,22.0,52.0,4.0,7.0,71.79,0.65,1.9,18.0,53.0,5.848,73.0,52.0,4.0
441,1.0,1.0,0.0,21.0,52.0,4.0,2.0,71.79,0.65,1.9,18.0,53.0,5.848,504.0,264.0,-2.0
442,14.0,1.0,0.0,26.0,52.0,3.0,11.0,71.79,0.65,1.9,18.0,53.0,5.848,73.0,21.0,3.0
443,13.0,1.0,0.0,26.0,52.0,4.0,10.0,71.79,0.65,1.9,18.0,53.0,5.848,28.0,20.0,4.0
444,20.0,1.0,0.0,28.0,52.0,3.0,18.0,71.79,0.65,1.9,18.0,53.0,5.848,417.0,92.0,15.0
445,19.0,1.0,0.0,26.0,52.0,2.0,14.0,71.79,0.65,1.9,18.0,53.0,5.848,85.0,37.0,7.0
446,6.0,1.0,0.0,15.0,52.0,4.0,9.0,71.79,0.65,1.9,18.0,53.0,5.848,91.0,37.0,-4.0
447,9.0,1.0,0.0,27.0,52.0,4.0,8.0,71.79,0.65,1.9,18.0,53.0,5.848,417.0,278.0,5.0
448,2.0,1.0,0.0,27.0,52.0,3.0,3.0,71.79,0.65,1.9,18.0,53.0,5.848,739.0,413.0,1.0
449,5.0,1.0,0.0,20.0,52.0,4.0,4.0,71.79,0.65,1.9,18.0,53.0,5.848,145.0,96.0,-1.0
450,4.0,1.0,0.0,27.0,52.0,3.0,5.0,71.79,0.65,1.9,18.0,53.0,5.848,739.0,326.0,2.0
451,12.0,1.0,1.0,1.0,52.0,4.0,12.0,71.79,0.65,1.9,18.0,53.0,5.848,57.0,14.0,-3.0
452,7.0,28.0,0.0,8.0,25.0,3.0,8.0,71.79,0.65,1.9,18.0,53.0,5.848,145.0,49.0,-1.0
453,15.0,28.0,0.0,1.0,25.0,4.0,15.0,71.79,0.65,1.9,18.0,53.0,5.848,57.0,43.0,2.0
454,16.0,28.0,0.0,2.0,25.0,4.0,13.0,71.79,0.65,1.9,18.0,53.0,5.848,85.0,95.0,2.0
455,11.0,28.0,0.0,5.0,25.0,3.0,9.0,71.79,0.65,1.9,18.0,53.0,5.848,73.0,52.0,4.0
456,1.0,28.0,1.0,6.0,25.0,3.0,3.0,71.79,0.65,1.9,18.0,53.0,5.848,504.0,264.0,-2.0
457,14.0,28.0,0.0,1.0,25.0,4.0,11.0,71.79,0.65,1.9,18.0,53.0,5.848,73.0,21.0,3.0
458,13.0,28.0,0.0,1.0,25.0,3.0,7.0,71.79,0.65,1.9,18.0,53.0,5.848,28.0,20.0,4.0
459,20.0,28.0,1.0,1.0,25.0,3.0,5.0,71.79,0.65,1.9,18.0,53.0,5.848,417.0,92.0,15.0
460,19.0,28.0,1.0,1.0,25.0,4.0,12.0,71.79,0.65,1.9,18.0,53.0,5.848,85.0,37.0,7.0
461,6.0,28.0,1.0,12.0,25.0,3.0,10.0,71.79,0.65,1.9,18.0,53.0,5.848,91.0,37.0,-4.0
462,9.0,28.0,1.0,28.0,25.0,4.0,4.0,71.79,0.65,1.9,18.0,53.0,5.848,417.0,278.0,5.0
463,2.0,28.0,1.0,28.0,25.0,3.0,1.0,71.79,0.65,1.9,18.0,53.0,5.848,739.0,413.0,1.0
464,5.0,28.0,0.0,7.0,25.0,3.0,6.0,71.79,0.65,1.9,18.0,53.0,5.848,145.0,96.0,-1.0
465,4.0,28.0,1.0,28.0,25.0,3.0,2.0,71.79,0.65,1.9,18.0,53.0,5.848,739.0,326.0,2.0
466,12.0,28.0,0.0,1.0,25.0,3.0,14.0,71.79,0.65,1.9,18.0,53.0,5.848,57.0,14.0,-3.0
467,20.0,36.0,0.0,2.0,25.0,3.0,16.0,85.56,0.7,5.3,23.0,61.0,5.065,91.0,54.0,6.0
468,9.0,36.0,0.0,16.0,25.0,3.0,7.0,85.56,0.7,5.3,23.0,61.0,5.065,145.0,49.0,2.0
469,3.0,36.0,0.0,17.0,25.0,3.0,1.0,85.56,0.7,5.3,23.0,61.0,5.065,504.0,240.0,2.0
470,17.0,36.0,0.0,1.0,25.0,5.0,18.0,85.56,0.7,5.3,23.0,61.0,5.065,28.0,8.0,6.0
471,11.0,36.0,0.0,4.0,25.0,4.0,13.0,85.56,0.7,5.3,23.0,61.0,5.065,85.0,95.0,3.0
472,1.0,36.0,0.0,16.0,25.0,3.0,2.0,85.56,0.7,5.3,23.0,61.0,5.065,504.0,264.0,-1.0
473,13.0,36.0,0.0,18.0,25.0,3.0,8.0,85.56,0.7,5.3,23.0,61.0,5.065,28.0,20.0,-4.0
474,6.0,36.0,0.0,16.0,25.0,3.0,6.0,85.56,0.7,5.3,23.0,61.0,5.065,417.0,92.0,0.0
475,14.0,36.0,1.0,24.0,25.0,3.0,14.0,85.56,0.7,5.3,23.0,61.0,5.065,85.0,37.0,-1.0
476,8.0,36.0,1.0,35.0,25.0,3.0,9.0,85.56,0.7,5.3,23.0,61.0,5.065,91.0,37.0,-1.0
477,4.0,36.0,0.0,17.0,25.0,3.0,3.0,85.56,0.7,5.3,23.0,61.0,5.065,417.0,278.0,1.0
478,2.0,36.0,0.0,10.0,25.0,3.0,4.0,85.56,0.7,5.3,23.0,61.0,5.065,739.0,413.0,-2.0
479,7.0,36.0,0.0,1.0,25.0,4.0,19.0,85.56,0.7,5.3,23.0,61.0,5.065,145.0,96.0,-5.0
480,5.0,36.0,0.0,14.0,25.0,3.0,5.0,85.56,0.7,5.3,23.0,61.0,5.065,739.0,326.0,0.0
481,19.0,36.0,0.0,15.0,25.0,3.0,17.0,85.56,0.7,5.3,23.0,61.0,5.065,1.0,1.0,3.0
482,10.0,36.0,1.0,2.0,25.0,3.0,15.0,85.56,0.7,5.3,23.0,61.0,5.065,57.0,14.0,0.0
483,20.0,44.0,0.0,10.0,17.0,3.0,14.0,85.56,0.7,5.3,23.0,61.0,5.065,91.0,54.0,6.0
484,9.0,44.0,0.0,24.0,17.0,3.0,7.0,85.56,0.7,5.3,23.0,61.0,5.065,145.0,49.0,2.0
485,3.0,44.0,0.0,25.0,17.0,3.0,1.0,85.56,0.7,5.3,23.0,61.0,5.065,504.0,240.0,2.0
486,17.0,44.0,0.0,9.0,17.0,5.0,15.0,85.56,0.7,5.3,23.0,61.0,5.065,28.0,8.0,6.0
487,11.0,44.0,0.0,12.0,17.0,4.0,10.0,85.56,0.7,5.3,23.0,61.0,5.065,85.0,95.0,3.0
488,1.0,44.0,0.0,24.0,17.0,3.0,2.0,85.56,0.7,5.3,23.0,61.0,5.065,504.0,264.0,-1.0
489,13.0,44.0,0.0,26.0,17.0,3.0,8.0,85.56,0.7,5.3,23.0,61.0,5.065,28.0,20.0,-4.0
490,6.0,44.0,0.0,24.0,17.0,3.0,6.0,85.56,0.7,5.3,23.0,61.0,5.065,417.0,92.0,0.0
491,14.0,44.0,0.0,8.0,17.0,5.0,12.0,85.56,0.7,5.3,23.0,61.0,5.065,85.0,37.0,-1.0
492,8.0,44.0,0.0,8.0,17.0,4.0,11.0,85.56,0.7,5.3,23.0,61.0,5.065,91.0,37.0,-1.0
493,4.0,44.0,0.0,25.0,17.0,3.0,3.0,85.56,0.7,5.3,23.0,61.0,5.065,417.0,278.0,1.0
494,2.0,44.0,0.0,18.0,17.0,3.0,4.0,85.56,0.7,5.3,23.0,61.0,5.065,739.0,413.0,-2.0
495,7.0,44.0,0.0,9.0,17.0,4.0,17.0,85.56,0.7,5.3,23.0,61.0,5.065,145.0,96.0,-5.0
496,5.0,44.0,0.0,22.0,17.0,3.0,5.0,85.56,0.7,5.3,23.0,61.0,5.065,739.0,326.0,0.0
497,19.0,44.0,1.0,23.0,17.0,3.0,16.0,85.56,0.7,5.3,23.0,61.0,5.065,1.0,1.0,3.0
498,10.0,44.0,0.0,8.0,17.0,5.0,13.0,85.56,0.7,5.3,23.0,61.0,5.065,57.0,14.0,0.0
499,13.0,46.0,0.0,1.0,20.0,2.0,13.0,69.31,0.5,29.6,16.0,66.0,4.655,91.0,54.0,1.0
500,3.0,46.0,0.0,6.0,20.0,2.0,5.0,69.31,0.5,29.6,16.0,66.0,4.655,504.0,240.0,-1.0
501,14.0,46.0,0.0,1.0,20.0,3.0,15.0,69.31,0.5,29.6,16.0,66.0,4.655,57.0,43.0,0.0
502,7.0,46.0,1.0,20.0,20.0,2.0,7.0,69.31,0.5,29.6,16.0,66.0,4.655,0.0,8.0,-3.0
503,6.0,46.0,1.0,24.0,20.0,2.0,6.0,69.31,0.5,29.6,16.0,66.0,4.655,417.0,95.0,0.0
504,15.0,46.0,0.0,1.0,20.0,3.0,14.0,69.31,0.5,29.6,16.0,66.0,4.655,73.0,52.0,0.0
505,5.0,46.0,1.0,21.0,20.0,1.0,3.0,69.31,0.5,29.6,16.0,66.0,4.655,504.0,264.0,0.0
506,8.0,46.0,0.0,1.0,20.0,3.0,8.0,69.31,0.5,29.6,16.0,66.0,4.655,0.0,20.0,1.0
507,11.0,46.0,0.0,1.0,20.0,2.0,11.0,69.31,0.5,29.6,16.0,66.0,4.655,85.0,92.0,0.0
508,9.0,46.0,0.0,1.0,20.0,2.0,9.0,69.31,0.5,29.6,16.0,66.0,4.655,85.0,37.0,0.0
509,20.0,46.0,0.0,11.0,20.0,3.0,12.0,69.31,0.5,29.6,16.0,66.0,4.655,91.0,37.0,7.0
510,4.0,46.0,0.0,3.0,20.0,2.0,4.0,69.31,0.5,29.6,16.0,66.0,4.655,417.0,278.0,1.0
511,2.0,46.0,1.0,19.0,20.0,2.0,1.0,69.31,0.5,29.6,16.0,66.0,4.655,739.0,413.0,1.0
512,12.0,46.0,1.0,22.0,20.0,2.0,10.0,69.31,0.5,29.6,16.0,66.0,4.655,145.0,96.0,4.0
513,19.0,46.0,0.0,2.0,20.0,2.0,17.0,69.31,0.5,29.6,16.0,66.0,4.655,1.0,0.0,2.0
514,1.0,46.0,0.0,1.0,20.0,3.0,2.0,69.31,0.5,29.6,16.0,66.0,4.655,739.0,326.0,-1.0
515,17.0,46.0,0.0,2.0,20.0,2.0,18.0,69.31,0.5,29.6,16.0,66.0,4.655,1.0,1.0,-1.0
516,18.0,46.0,0.0,5.0,20.0,3.0,16.0,69.31,0.5,29.6,16.0,66.0,4.655,57.0,14.0,2.0
517,18.0,1.0,0.0,34.0,55.0,3.0,17.0,90.49,0.38,10.7,21.0,55.0,5.554,62.0,12.0,4.0
518,5.0,1.0,0.0,32.0,55.0,4.0,6.0,90.49,0.38,10.7,21.0,55.0,5.554,419.0,170.0,1.0
519,3.0,1.0,0.0,14.0,55.0,4.0,3.0,90.49,0.38,10.7,21.0,55.0,5.554,571.0,320.0,1.0
520,7.0,1.0,0.0,6.0,55.0,5.0,7.0,90.49,0.38,10.7,21.0,55.0,5.554,93.0,37.0,-2.0
521,14.0,1.0,0.0,25.0,55.0,4.0,10.0,90.49,0.38,10.7,21.0,55.0,5.554,0.0,62.0,6.0
522,15.0,1.0,0.0,26.0,55.0,4.0,14.0,90.49,0.38,10.7,21.0,55.0,5.554,62.0,50.0,4.0
523,8.0,1.0,0.0,6.0,55.0,5.0,5.0,90.49,0.38,10.7,21.0,55.0,5.554,48.0,39.0,1.0
524,20.0,1.0,0.0,39.0,55.0,3.0,15.0,90.49,0.38,10.7,21.0,55.0,5.554,7.0,6.0,7.0
525,13.0,1.0,0.0,40.0,55.0,3.0,16.0,90.49,0.38,10.7,21.0,55.0,5.554,93.0,56.0,3.0
526,16.0,1.0,0.0,1.0,55.0,4.0,19.0,90.49,0.38,10.7,21.0,55.0,5.554,33.0,4.0,4.0
527,6.0,1.0,0.0,16.0,55.0,5.0,9.0,90.49,0.38,10.7,21.0,55.0,5.554,419.0,249.0,3.0
528,19.0,1.0,0.0,34.0,55.0,3.0,18.0,90.49,0.38,10.7,21.0,55.0,5.554,7.0,1.0,4.0
529,1.0,1.0,0.0,6.0,55.0,4.0,1.0,90.49,0.38,10.7,21.0,55.0,5.554,655.0,408.0,0.0
530,11.0,1.0,0.0,36.0,55.0,4.0,11.0,90.49,0.38,10.7,21.0,55.0,5.554,122.0,53.0,5.0
531,2.0,1.0,0.0,15.0,55.0,4.0,2.0,90.49,0.38,10.7,21.0,55.0,5.554,655.0,247.0,-3.0
532,18.0,7.0,0.0,28.0,49.0,3.0,16.0,90.49,0.38,10.7,21.0,55.0,5.554,62.0,12.0,4.0
533,5.0,7.0,0.0,26.0,49.0,4.0,5.0,90.49,0.38,10.7,21.0,55.0,5.554,419.0,170.0,1.0
534,3.0,7.0,0.0,8.0,49.0,4.0,3.0,90.49,0.38,10.7,21.0,55.0,5.554,571.0,320.0,1.0
535,7.0,7.0,1.0,7.0,49.0,5.0,7.0,90.49,0.38,10.7,21.0,55.0,5.554,93.0,37.0,-2.0
536,14.0,7.0,0.0,19.0,49.0,4.0,9.0,90.49,0.38,10.7,21.0,55.0,5.554,0.0,62.0,6.0
537,15.0,7.0,0.0,20.0,49.0,4.0,13.0,90.49,0.38,10.7,21.0,55.0,5.554,62.0,50.0,4.0
538,8.0,7.0,1.0,7.0,49.0,5.0,4.0,90.49,0.38,10.7,21.0,55.0,5.554,48.0,39.0,1.0
539,20.0,7.0,0.0,33.0,49.0,3.0,15.0,90.49,0.38,10.7,21.0,55.0,5.554,7.0,6.0,7.0
540,13.0,7.0,0.0,34.0,49.0,3.0,14.0,90.49,0.38,10.7,21.0,55.0,5.554,93.0,56.0,3.0
541,16.0,7.0,1.0,6.0,49.0,3.0,18.0,90.49,0.38,10.7,21.0,55.0,5.554,33.0,4.0,4.0
542,6.0,7.0,0.0,10.0,49.0,5.0,6.0,90.49,0.38,10.7,21.0,55.0,5.554,419.0,249.0,3.0
543,19.0,7.0,0.0,28.0,49.0,3.0,17.0,90.49,0.38,10.7,21.0,55.0,5.554,7.0,1.0,4.0
544,1.0,7.0,1.0,7.0,49.0,4.0,1.0,90.49,0.38,10.7,21.0,55.0,5.554,655.0,408.0,0.0
545,11.0,7.0,0.0,30.0,49.0,4.0,11.0,90.49,0.38,10.7,21.0,55.0,5.554,122.0,53.0,5.0
546,2.0,7.0,0.0,9.0,49.0,4.0,2.0,90.49,0.38,10.7,21.0,55.0,5.554,655.0,247.0,-3.0
547,11.0,25.0,1.0,25.0,34.0,4.0,7.0,75.07,0.35,2.6,16.0,58.0,5.303,62.0,12.0,2.0
548,8.0,25.0,1.0,1.0,34.0,3.0,4.0,75.07,0.35,2.6,16.0,58.0,5.303,419.0,170.0,4.0
549,3.0,25.0,1.0,1.0,34.0,4.0,1.0,75.07,0.35,2.6,16.0,58.0,5.303,571.0,320.0,2.0
550,2.0,25.0,0.0,7.0,34.0,2.0,3.0,75.07,0.35,2.6,16.0,58.0,5.303,571.0,251.0,-1.0
551,12.0,25.0,0.0,1.0,34.0,2.0,11.0,75.07,0.35,2.6,16.0,58.0,5.303,52.0,62.0,1.0
552,10.0,25.0,1.0,1.0,34.0,4.0,5.0,75.07,0.35,2.6,16.0,58.0,5.303,62.0,50.0,5.0
553,18.0,25.0,1.0,5.0,34.0,2.0,14.0,75.07,0.35,2.6,16.0,58.0,5.303,48.0,39.0,5.0
554,13.0,25.0,1.0,25.0,34.0,3.0,13.0,75.07,0.35,2.6,16.0,58.0,5.303,7.0,6.0,-1.0
555,7.0,25.0,0.0,1.0,34.0,2.0,8.0,75.07,0.35,2.6,16.0,58.0,5.303,122.0,69.0,0.0
556,16.0,25.0,0.0,3.0,34.0,4.0,15.0,75.07,0.35,2.6,16.0,58.0,5.303,33.0,4.0,1.0
557,14.0,25.0,0.0,2.0,34.0,2.0,12.0,75.07,0.35,2.6,16.0,58.0,5.303,52.0,49.0,2.0
558,4.0,25.0,0.0,4.0,34.0,2.0,6.0,75.07,0.35,2.6,16.0,58.0,5.303,419.0,249.0,-2.0
559,1.0,25.0,0.0,6.0,34.0,2.0,2.0,75.07,0.35,2.6,16.0,58.0,5.303,655.0,408.0,-1.0
560,9.0,25.0,0.0,3.0,34.0,2.0,10.0,75.07,0.35,2.6,16.0,58.0,5.303,122.0,53.0,-1.0
561,15.0,25.0,1.0,25.0,34.0,4.0,9.0,75.07,0.35,2.6,16.0,58.0,5.303,655.0,247.0,7.0
562,14.0,14.0,0.0,13.0,58.0,2.0,18.0,71.62,0.46,63.5,8.0,71.0,4.318,62.0,12.0,-1.0
563,7.0,14.0,1.0,1.0,58.0,4.0,5.0,71.62,0.46,63.5,8.0,71.0,4.318,571.0,320.0,4.0
564,4.0,14.0,1.0,1.0,58.0,4.0,3.0,71.62,0.46,63.5,8.0,71.0,4.318,571.0,251.0,2.0
565,7.0,14.0,1.0,1.0,58.0,4.0,6.0,71.62,0.46,63.5,8.0,71.0,4.318,93.0,37.0,3.0
566,16.0,14.0,0.0,31.0,58.0,2.0,15.0,71.62,0.46,63.5,8.0,71.0,4.318,48.0,9.0,6.0
567,15.0,14.0,1.0,1.0,58.0,3.0,12.0,71.62,0.46,63.5,8.0,71.0,4.318,33.0,29.0,4.0
568,12.0,14.0,0.0,13.0,58.0,3.0,9.0,71.62,0.46,63.5,8.0,71.0,4.318,52.0,62.0,5.0
569,19.0,14.0,1.0,1.0,58.0,3.0,17.0,71.62,0.46,63.5,8.0,71.0,4.318,62.0,50.0,11.0
570,18.0,14.0,1.0,1.0,58.0,3.0,14.0,71.62,0.46,63.5,8.0,71.0,4.318,48.0,39.0,9.0
571,13.0,14.0,1.0,1.0,58.0,4.0,11.0,71.62,0.46,63.5,8.0,71.0,4.318,7.0,6.0,-1.0
572,8.0,14.0,0.0,14.0,58.0,4.0,7.0,71.62,0.46,63.5,8.0,71.0,4.318,93.0,56.0,3.0
573,8.0,14.0,1.0,1.0,58.0,3.0,8.0,71.62,0.46,63.5,8.0,71.0,4.318,52.0,49.0,2.0
574,2.0,14.0,1.0,1.0,58.0,3.0,2.0,71.62,0.46,63.5,8.0,71.0,4.318,419.0,249.0,1.0
575,11.0,14.0,0.0,10.0,58.0,3.0,13.0,71.62,0.46,63.5,8.0,71.0,4.318,7.0,1.0,-2.0
576,10.0,14.0,1.0,1.0,58.0,4.0,10.0,71.62,0.46,63.5,8.0,71.0,4.318,122.0,53.0,-2.0
577,1.0,1.0,0.0,29.0,51.0,3.0,1.0,59.31,0.59,26.8,20.0,51.0,6.003,571.0,320.0,-3.0
578,6.0,1.0,1.0,1.0,51.0,4.0,6.0,59.31,0.59,26.8,20.0,51.0,6.003,571.0,251.0,4.0
579,17.0,1.0,0.0,11.0,51.0,4.0,11.0,59.31,0.59,26.8,20.0,51.0,6.003,33.0,29.0,5.0
580,8.0,1.0,1.0,1.0,51.0,4.0,9.0,59.31,0.59,26.8,20.0,51.0,6.003,52.0,62.0,5.0
581,12.0,1.0,1.0,1.0,51.0,3.0,16.0,59.31,0.59,26.8,20.0,51.0,6.003,62.0,50.0,5.0
582,13.0,1.0,0.0,23.0,51.0,3.0,12.0,59.31,0.59,26.8,20.0,51.0,6.003,48.0,39.0,7.0
583,10.0,1.0,0.0,22.0,51.0,3.0,8.0,59.31,0.59,26.8,20.0,51.0,6.003,7.0,6.0,2.0
584,15.0,1.0,1.0,1.0,51.0,3.0,17.0,59.31,0.59,26.8,20.0,51.0,6.003,93.0,56.0,2.0
585,2.0,1.0,0.0,21.0,51.0,3.0,2.0,59.31,0.59,26.8,20.0,51.0,6.003,655.0,408.0,1.0
586,9.0,1.0,0.0,14.0,51.0,4.0,7.0,59.31,0.59,26.8,20.0,51.0,6.003,122.0,53.0,4.0
587,3.0,1.0,0.0,39.0,51.0,3.0,3.0,59.31,0.59,26.8,20.0,51.0,6.003,655.0,247.0,-11.0
588,1.0,40.0,1.0,10.0,12.0,2.0,2.0,59.31,0.59,26.8,20.0,51.0,6.003,571.0,320.0,-3.0
589,6.0,40.0,1.0,39.0,12.0,2.0,4.0,59.31,0.59,26.8,20.0,51.0,6.003,571.0,251.0,4.0
590,17.0,40.0,0.0,1.0,12.0,4.0,12.0,59.31,0.59,26.8,20.0,51.0,6.003,33.0,29.0,5.0
591,8.0,40.0,1.0,38.0,12.0,2.0,5.0,59.31,0.59,26.8,20.0,51.0,6.003,52.0,62.0,5.0
592,12.0,40.0,1.0,39.0,12.0,2.0,10.0,59.31,0.59,26.8,20.0,51.0,6.003,62.0,50.0,5.0
593,13.0,40.0,1.0,16.0,12.0,2.0,8.0,59.31,0.59,26.8,20.0,51.0,6.003,48.0,39.0,7.0
594,10.0,40.0,1.0,17.0,12.0,2.0,9.0,59.31,0.59,26.8,20.0,51.0,6.003,7.0,6.0,2.0
595,15.0,40.0,0.0,1.0,12.0,4.0,11.0,59.31,0.59,26.8,20.0,51.0,6.003,93.0,56.0,2.0
596,2.0,40.0,1.0,18.0,12.0,2.0,3.0,59.31,0.59,26.8,20.0,51.0,6.003,655.0,408.0,1.0
597,9.0,40.0,1.0,25.0,12.0,2.0,7.0,59.31,0.59,26.8,20.0,51.0,6.003,122.0,53.0,4.0
598,3.0,40.0,1.0,40.0,12.0,3.0,1.0,59.31,0.59,26.8,20.0,51.0,6.003,655.0,247.0,-11.0
599,14.0,2.0,0.0,8.0,56.0,3.0,16.0,80.0,0.58,16.9,15.0,57.0,5.412,62.0,12.0,6.0
600,1.0,2.0,0.0,16.0,56.0,3.0,1.0,80.0,0.58,16.9,15.0,57.0,5.412,571.0,320.0,0.0
601,17.0,2.0,0.0,21.0,56.0,2.0,12.0,80.0,0.58,16.9,15.0,57.0,5.412,48.0,9.0,8.0
602,5.0,2.0,0.0,13.0,56.0,3.0,4.0,80.0,0.58,16.9,15.0,57.0,5.412,33.0,29.0,1.0
603,12.0,2.0,0.0,7.0,56.0,2.0,18.0,80.0,0.58,16.9,15.0,57.0,5.412,52.0,62.0,-4.0
604,13.0,2.0,0.0,12.0,56.0,2.0,8.0,80.0,0.58,16.9,15.0,57.0,5.412,62.0,50.0,6.0
605,19.0,2.0,1.0,1.0,56.0,2.0,15.0,80.0,0.58,16.9,15.0,57.0,5.412,48.0,39.0,7.0
606,20.0,2.0,0.0,8.0,56.0,2.0,13.0,80.0,0.58,16.9,15.0,57.0,5.412,7.0,6.0,6.0
607,6.0,2.0,0.0,11.0,56.0,3.0,5.0,80.0,0.58,16.9,15.0,57.0,5.412,93.0,56.0,1.0
608,7.0,2.0,0.0,13.0,56.0,3.0,7.0,80.0,0.58,16.9,15.0,57.0,5.412,122.0,69.0,1.0
609,11.0,2.0,0.0,18.0,56.0,3.0,10.0,80.0,0.58,16.9,15.0,57.0,5.412,33.0,4.0,-6.0
610,8.0,2.0,0.0,13.0,56.0,3.0,6.0,80.0,0.58,16.9,15.0,57.0,5.412,52.0,49.0,-2.0
611,18.0,2.0,0.0,20.0,56.0,2.0,17.0,80.0,0.58,16.9,15.0,57.0,5.412,7.0,1.0,3.0
612,9.0,2.0,0.0,24.0,56.0,2.0,9.0,80.0,0.58,16.9,15.0,57.0,5.412,655.0,408.0,6.0
613,10.0,2.0,0.0,14.0,56.0,3.0,11.0,80.0,0.58,16.9,15.0,57.0,5.412,122.0,53.0,-1.0
614,3.0,2.0,0.0,18.0,56.0,3.0,2.0,80.0,0.58,16.9,15.0,57.0,5.412,655.0,247.0,1.0
615,20.0,1.0,1.0,1.0,44.0,2.0,16.0,60.87,0.44,102.2,19.0,44.0,7.004,62.0,12.0,5.0
616,2.0,1.0,1.0,21.0,44.0,3.0,1.0,60.87,0.44,102.2,19.0,44.0,7.004,571.0,320.0,1.0
617,5.0,1.0,1.0,22.0,44.0,3.0,6.0,60.87,0.44,102.2,19.0,44.0,7.004,93.0,37.0,-2.0
618,13.0,1.0,1.0,25.0,44.0,2.0,9.0,60.87,0.44,102.2,19.0,44.0,7.004,48.0,9.0,3.0
619,10.0,1.0,1.0,24.0,44.0,3.0,8.0,60.87,0.44,102.2,19.0,44.0,7.004,33.0,29.0,1.0
620,4.0,1.0,1.0,24.0,44.0,3.0,3.0,60.87,0.44,102.2,19.0,44.0,7.004,0.0,62.0,-1.0
621,16.0,1.0,1.0,22.0,44.0,2.0,11.0,60.87,0.44,102.2,19.0,44.0,7.004,7.0,6.0,3.0
