,initial_pos,sc_lap,sc_decision,sc_laps_travelled,sc_laps_remaining,sc_tyre_compound,before_pit_pos,Temperature,Humidity,Altitude,Turns,RaceDistance,TrackLength,TeamAbility,DriverAbility,final_pos_gained
204,3.0,25.0,1.0,3.0,29.0,3.0,6.0,82.29,0.48,12.8,11.0,59.0,5.793,202.0,105.0,1.0
205,19.0,25.0,1.0,3.0,29.0,2.0,15.0,82.29,0.48,12.8,11.0,59.0,5.793,0.0,3.0,5.0
206,2.0,25.0,1.0,3.0,29.0,3.0,8.0,82.29,0.48,12.8,11.0,59.0,5.793,573.0,223.0,-3.0
207,18.0,25.0,1.0,5.0,29.0,2.0,5.0,82.29,0.48,12.8,11.0,59.0,5.793,8.0,4.0,2.0
208,5.0,1.0,0.0,14.0,53.0,5.0,5.0,83.3,0.57,1.9,18.0,53.0,5.848,181.0,119.0,0.0
209,8.0,1.0,1.0,1.0,53.0,5.0,18.0,83.3,0.57,1.9,18.0,53.0,5.848,202.0,97.0,-7.0
210,14.0,1.0,0.0,29.0,53.0,4.0,13.0,83.3,0.57,1.9,18.0,53.0,5.848,131.0,33.0,1.0
211,20.0,1.0,0.0,16.0,53.0,4.0,14.0,83.3,0.57,1.9,18.0,53.0,5.848,0.0,0.0,4.0
212,19.0,1.0,0.0,34.0,53.0,3.0,15.0,83.3,0.57,1.9,18.0,53.0,5.848,8.0,4.0,5.0
213,16.0,1.0,0.0,16.0,53.0,4.0,10.0,83.3,0.57,1.9,18.0,53.0,5.848,3.0,2.0,-1.0
214,9.0,1.0,0.0,17.0,53.0,5.0,7.0,83.3,0.57,1.9,18.0,53.0,5.848,107.0,75.0,0.0
215,4.0,1.0,0.0,19.0,53.0,5.0,6.0,83.3,0.57,1.9,18.0,53.0,5.848,195.0,125.0,0.0
216,10.0,1.0,0.0,27.0,53.0,4.0,8.0,83.3,0.57,1.9,18.0,53.0,5.848,131.0,98.0,4.0
217,18.0,1.0,0.0,18.0,53.0,4.0,9.0,83.3,0.57,1.9,18.0,53.0,5.848,3.0,1.0,6.0
218,15.0,1.0,1.0,1.0,53.0,5.0,17.0,83.3,0.57,1.9,18.0,53.0,5.848,319.0,105.0,5.0
219,11.0,1.0,0.0,29.0,53.0,3.0,11.0,83.3,0.57,1.9,18.0,53.0,5.848,107.0,32.0,3.0
220,7.0,1.0,0.0,17.0,53.0,5.0,4.0,83.3,0.57,1.9,18.0,53.0,5.848,181.0,0.0,0.0
221,2.0,1.0,0.0,24.0,53.0,4.0,3.0,83.3,0.57,1.9,18.0,53.0,5.848,319.0,214.0,0.0
222,1.0,1.0,0.0,15.0,53.0,5.0,1.0,83.3,0.57,1.9,18.0,53.0,5.848,573.0,347.0,-2.0
223,3.0,1.0,0.0,25.0,53.0,4.0,2.0,83.3,0.57,1.9,18.0,53.0,5.848,573.0,223.0,2.0
224,17.0,1.0,0.0,15.0,53.0,4.0,12.0,83.3,0.57,1.9,18.0,53.0,5.848,8.0,4.0,6.0
225,5.0,42.0,0.0,27.0,12.0,3.0,5.0,83.3,0.57,1.9,18.0,53.0,5.848,181.0,119.0,0.0
226,8.0,42.0,0.0,41.0,12.0,3.0,10.0,83.3,0.57,1.9,18.0,53.0,5.848,202.0,97.0,-7.0
227,14.0,42.0,0.0,12.0,12.0,3.0,14.0,83.3,0.57,1.9,18.0,53.0,5.848,131.0,33.0,1.0
228,20.0,42.0,0.0,25.0,12.0,3.0,17.0,83.3,0.57,1.9,18.0,53.0,5.848,0.0,0.0,4.0
229,19.0,42.0,0.0,7.0,12.0,4.0,15.0,83.3,0.57,1.9,18.0,53.0,5.848,8.0,4.0,5.0
230,16.0,42.0,1.0,25.0,12.0,3.0,16.0,83.3,0.57,1.9,18.0,53.0,5.848,3.0,2.0,-1.0
231,9.0,42.0,1.0,24.0,12.0,3.0,9.0,83.3,0.57,1.9,18.0,53.0,5.848,107.0,75.0,0.0
232,4.0,42.0,0.0,22.0,12.0,3.0,4.0,83.3,0.57,1.9,18.0,53.0,5.848,195.0,125.0,0.0
233,10.0,42.0,0.0,14.0,12.0,3.0,6.0,83.3,0.57,1.9,18.0,53.0,5.848,131.0,98.0,4.0
234,18.0,42.0,0.0,23.0,12.0,3.0,12.0,83.3,0.57,1.9,18.0,53.0,5.848,3.0,1.0,6.0
235,15.0,42.0,0.0,15.0,12.0,4.0,11.0,83.3,0.57,1.9,18.0,53.0,5.848,319.0,105.0,5.0
236,11.0,42.0,0.0,12.0,12.0,4.0,8.0,83.3,0.57,1.9,18.0,53.0,5.848,107.0,32.0,3.0
237,7.0,42.0,0.0,24.0,12.0,3.0,7.0,83.3,0.57,1.9,18.0,53.0,5.848,181.0,0.0,0.0
238,2.0,42.0,0.0,17.0,12.0,3.0,2.0,83.3,0.57,1.9,18.0,53.0,5.848,319.0,214.0,0.0
239,1.0,42.0,0.0,26.0,12.0,3.0,3.0,83.3,0.57,1.9,18.0,53.0,5.848,573.0,347.0,-2.0
240,3.0,42.0,0.0,16.0,12.0,3.0,1.0,83.3,0.57,1.9,18.0,53.0,5.848,573.0,223.0,2.0
241,17.0,42.0,0.0,26.0,12.0,3.0,13.0,83.3,0.57,1.9,18.0,53.0,5.848,8.0,4.0,6.0
242,7.0,1.0,0.0,28.0,87.0,4.0,4.0,70.23,0.58,19.4,11.0,87.0,3.543,181.0,119.0,2.0
243,19.0,1.0,0.0,19.0,87.0,4.0,10.0,70.23,0.58,19.4,11.0,87.0,3.543,202.0,97.0,9.0
244,9.0,1.0,0.0,27.0,87.0,4.0,7.0,70.23,0.58,19.4,11.0,87.0,3.543,107.0,75.0,-2.0
245,5.0,1.0,1.0,1.0,87.0,4.0,18.0,70.23,0.58,19.4,11.0,87.0,3.543,195.0,125.0,4.0
246,10.0,1.0,0.0,41.0,87.0,4.0,6.0,70.23,0.58,19.4,11.0,87.0,3.543,195.0,75.0,7.0
247,15.0,1.0,0.0,25.0,87.0,4.0,11.0,70.23,0.58,19.4,11.0,87.0,3.543,3.0,1.0,0.0
248,12.0,1.0,0.0,46.0,87.0,3.0,12.0,70.23,0.58,19.4,11.0,87.0,3.543,319.0,105.0,6.0
249,6.0,1.0,0.0,26.0,87.0,4.0,5.0,70.23,0.58,19.4,11.0,87.0,3.543,107.0,32.0,-1.0
250,11.0,1.0,0.0,40.0,87.0,3.0,8.0,70.23,0.58,19.4,11.0,87.0,3.543,181.0,0.0,9.0
251,8.0,1.0,0.0,27.0,87.0,4.0,3.0,70.23,0.58,19.4,11.0,87.0,3.543,202.0,105.0,4.0
252,1.0,1.0,0.0,48.0,87.0,3.0,2.0,70.23,0.58,19.4,11.0,87.0,3.543,573.0,223.0,-7.0
253,14.0,1.0,0.0,25.0,87.0,3.0,13.0,70.23,0.58,19.4,11.0,87.0,3.543,8.0,4.0,1.0
254,7.0,55.0,1.0,26.0,33.0,3.0,4.0,70.23,0.58,19.4,11.0,87.0,3.543,181.0,119.0,2.0
255,19.0,55.0,0.0,1.0,33.0,3.0,11.0,70.23,0.58,19.4,11.0,87.0,3.543,202.0,97.0,9.0
256,9.0,55.0,0.0,4.0,33.0,2.0,10.0,70.23,0.58,19.4,11.0,87.0,3.543,107.0,75.0,-2.0
257,5.0,55.0,0.0,8.0,33.0,2.0,7.0,70.23,0.58,19.4,11.0,87.0,3.543,195.0,125.0,4.0
258,10.0,55.0,0.0,13.0,33.0,3.0,6.0,70.23,0.58,19.4,11.0,87.0,3.543,195.0,75.0,7.0
259,15.0,55.0,0.0,1.0,33.0,4.0,14.0,70.23,0.58,19.4,11.0,87.0,3.543,3.0,1.0,0.0
260,12.0,55.0,0.0,8.0,33.0,2.0,8.0,70.23,0.58,19.4,11.0,87.0,3.543,319.0,105.0,6.0
261,6.0,55.0,0.0,2.0,33.0,2.0,9.0,70.23,0.58,19.4,11.0,87.0,3.543,107.0,32.0,-1.0
262,11.0,55.0,0.0,14.0,33.0,2.0,5.0,70.23,0.58,19.4,11.0,87.0,3.543,181.0,0.0,9.0
263,8.0,55.0,1.0,27.0,33.0,3.0,3.0,70.23,0.58,19.4,11.0,87.0,3.543,202.0,105.0,4.0
264,1.0,55.0,0.0,6.0,33.0,2.0,2.0,70.23,0.58,19.4,11.0,87.0,3.543,573.0,223.0,-7.0
265,14.0,55.0,0.0,1.0,33.0,3.0,13.0,70.23,0.58,19.4,11.0,87.0,3.543,8.0,4.0,1.0
266,7.0,61.0,0.0,6.0,27.0,2.0,8.0,70.23,0.58,19.4,11.0,87.0,3.543,181.0,119.0,2.0
267,19.0,61.0,0.0,7.0,27.0,3.0,11.0,70.23,0.58,19.4,11.0,87.0,3.543,202.0,97.0,9.0
268,9.0,61.0,0.0,10.0,27.0,2.0,10.0,70.23,0.58,19.4,11.0,87.0,3.543,107.0,75.0,-2.0
269,5.0,61.0,0.0,14.0,27.0,2.0,3.0,70.23,0.58,19.4,11.0,87.0,3.543,195.0,125.0,4.0
270,10.0,61.0,0.0,19.0,27.0,3.0,5.0,70.23,0.58,19.4,11.0,87.0,3.543,195.0,75.0,7.0
271,15.0,61.0,0.0,7.0,27.0,4.0,14.0,70.23,0.58,19.4,11.0,87.0,3.543,3.0,1.0,0.0
272,12.0,61.0,1.0,14.0,27.0,2.0,6.0,70.23,0.58,19.4,11.0,87.0,3.543,319.0,105.0,6.0
273,6.0,61.0,0.0,8.0,27.0,2.0,9.0,70.23,0.58,19.4,11.0,87.0,3.543,107.0,32.0,-1.0
274,11.0,61.0,0.0,20.0,27.0,2.0,4.0,70.23,0.58,19.4,11.0,87.0,3.543,181.0,0.0,9.0
275,8.0,61.0,0.0,6.0,27.0,3.0,7.0,70.23,0.58,19.4,11.0,87.0,3.543,202.0,105.0,4.0
276,1.0,61.0,1.0,12.0,27.0,2.0,2.0,70.23,0.58,19.4,11.0,87.0,3.543,573.0,223.0,-7.0
277,14.0,61.0,0.0,7.0,27.0,3.0,13.0,70.23,0.58,19.4,11.0,87.0,3.543,8.0,4.0,1.0
278,8.0,1.0,1.0,7.0,59.0,3.0,6.0,87.39,0.38,43.2,14.0,58.0,5.338,181.0,119.0,4.0
279,11.0,1.0,1.0,7.0,59.0,3.0,8.0,87.39,0.38,43.2,14.0,58.0,5.338,202.0,97.0,5.0
280,14.0,1.0,1.0,1.0,59.0,3.0,18.0,87.39,0.38,43.2,14.0,58.0,5.338,131.0,33.0,4.0
281,13.0,1.0,1.0,1.0,59.0,2.0,16.0,87.39,0.38,43.2,14.0,58.0,5.338,8.0,4.0,4.0
282,15.0,1.0,1.0,7.0,59.0,2.0,17.0,87.39,0.38,43.2,14.0,58.0,5.338,3.0,2.0,3.0
283,7.0,1.0,1.0,7.0,59.0,3.0,7.0,87.39,0.38,43.2,14.0,58.0,5.338,195.0,125.0,2.0
284,5.0,1.0,1.0,7.0,59.0,3.0,3.0,87.39,0.38,43.2,14.0,58.0,5.338,131.0,98.0,-3.0
285,4.0,1.0,1.0,7.0,59.0,3.0,4.0,87.39,0.38,43.2,14.0,58.0,5.338,319.0,105.0,1.0
286,12.0,1.0,1.0,7.0,59.0,2.0,9.0,87.39,0.38,43.2,14.0,58.0,5.338,107.0,32.0,5.0
287,1.0,1.0,1.0,7.0,59.0,3.0,2.0,87.39,0.38,43.2,14.0,58.0,5.338,573.0,347.0,0.0
288,18.0,1.0,1.0,7.0,59.0,2.0,11.0,87.39,0.38,43.2,14.0,58.0,5.338,0.0,3.0,7.0
289,2.0,1.0,1.0,7.0,59.0,3.0,1.0,87.39,0.38,43.2,14.0,58.0,5.338,573.0,223.0,0.0
290,8.0,44.0,1.0,1.0,16.0,3.0,3.0,87.39,0.38,43.2,14.0,58.0,5.338,181.0,119.0,4.0
291,11.0,44.0,1.0,1.0,16.0,3.0,6.0,87.39,0.38,43.2,14.0,58.0,5.338,202.0,97.0,5.0
292,14.0,44.0,1.0,1.0,16.0,3.0,10.0,87.39,0.38,43.2,14.0,58.0,5.338,131.0,33.0,4.0
293,13.0,44.0,1.0,0.0,16.0,1.0,12.0,87.39,0.38,43.2,14.0,58.0,5.338,8.0,4.0,4.0
294,15.0,44.0,1.0,0.0,16.0,3.0,11.0,87.39,0.38,43.2,14.0,58.0,5.338,3.0,2.0,3.0
295,7.0,44.0,1.0,1.0,16.0,3.0,5.0,87.39,0.38,43.2,14.0,58.0,5.338,195.0,125.0,2.0
296,5.0,44.0,1.0,7.0,16.0,2.0,8.0,87.39,0.38,43.2,14.0,58.0,5.338,131.0,98.0,-3.0
297,4.0,44.0,1.0,1.0,16.0,3.0,4.0,87.39,0.38,43.2,14.0,58.0,5.338,319.0,105.0,1.0
298,12.0,44.0,1.0,1.0,16.0,3.0,7.0,87.39,0.38,43.2,14.0,58.0,5.338,107.0,32.0,5.0
299,1.0,44.0,1.0,0.0,16.0,1.0,1.0,87.39,0.38,43.2,14.0,58.0,5.338,573.0,347.0,0.0
300,18.0,44.0,1.0,1.0,16.0,3.0,9.0,87.39,0.38,43.2,14.0,58.0,5.338,0.0,3.0,7.0
301,2.0,44.0,1.0,1.0,16.0,2.0,2.0,87.39,0.38,43.2,14.0,58.0,5.338,573.0,223.0,0.0
302,7.0,39.0,1.0,30.0,12.0,3.0,8.0,69.98,0.44,26.8,20.0,51.0,6.003,145.0,49.0,-1.0
303,3.0,39.0,0.0,28.0,12.0,3.0,3.0,69.98,0.44,26.8,20.0,51.0,6.003,504.0,240.0,0.0
304,19.0,39.0,0.0,33.0,12.0,3.0,10.0,69.98,0.44,26.8,20.0,51.0,6.003,57.0,43.0,9.0
305,5.0,39.0,0.0,29.0,12.0,4.0,6.0,69.98,0.44,26.8,20.0,51.0,6.003,73.0,52.0,-1.0
306,8.0,39.0,0.0,5.0,12.0,4.0,5.0,69.98,0.44,26.8,20.0,51.0,6.003,504.0,264.0,3.0
307,13.0,39.0,0.0,29.0,12.0,3.0,9.0,69.98,0.44,26.8,20.0,51.0,6.003,73.0,21.0,4.0
308,12.0,39.0,1.0,32.0,12.0,3.0,13.0,69.98,0.44,26.8,20.0,51.0,6.003,0.0,20.0,-1.0
309,11.0,39.0,0.0,27.0,12.0,3.0,11.0,69.98,0.44,26.8,20.0,51.0,6.003,85.0,92.0,0.0
310,15.0,39.0,0.0,5.0,12.0,4.0,14.0,69.98,0.44,26.8,20.0,51.0,6.003,91.0,37.0,1.0
311,4.0,39.0,0.0,25.0,12.0,3.0,4.0,69.98,0.44,26.8,20.0,51.0,6.003,417.0,278.0,0.0
312,2.0,39.0,0.0,26.0,12.0,3.0,2.0,69.98,0.44,26.8,20.0,51.0,6.003,739.0,413.0,0.0
313,9.0,39.0,0.0,27.0,12.0,3.0,7.0,69.98,0.44,26.8,20.0,51.0,6.003,145.0,96.0,2.0
314,16.0,39.0,0.0,1.0,12.0,4.0,15.0,69.98,0.44,26.8,20.0,51.0,6.003,1.0,0.0,1.0
315,1.0,39.0,0.0,27.0,12.0,3.0,1.0,69.98,0.44,26.8,20.0,51.0,6.003,739.0,326.0,0.0
316,17.0,39.0,0.0,32.0,12.0,3.0,12.0,69.98,0.44,26.8,20.0,51.0,6.003,57.0,14.0,5.0
317,10.0,1.0,1.0,1.0,43.0,3.0,17.0,61.4,0.62,102.2,19.0,44.0,7.004,91.0,54.0,-4.0
318,11.0,1.0,0.0,18.0,43.0,3.0,5.0,61.4,0.62,102.2,19.0,44.0,7.004,145.0,49.0,0.0
319,2.0,1.0,0.0,14.0,43.0,3.0,2.0,61.4,0.62,102.2,19.0,44.0,7.004,504.0,240.0,-2.0
320,6.0,1.0,1.0,1.0,43.0,3.0,18.0,61.4,0.62,102.2,19.0,44.0,7.004,57.0,43.0,-10.0
321,9.0,1.0,0.0,15.0,43.0,3.0,6.0,61.4,0.62,102.2,19.0,44.0,7.004,0.0,8.0,-4.0
322,13.0,1.0,0.0,12.0,43.0,3.0,9.0,61.4,0.62,102.2,19.0,44.0,7.004,85.0,95.0,4.0
323,7.0,1.0,0.0,14.0,43.0,3.0,8.0,61.4,0.62,102.2,19.0,44.0,7.004,73.0,52.0,1.0
324,1.0,1.0,0.0,20.0,43.0,3.0,1.0,61.4,0.62,102.2,19.0,44.0,7.004,504.0,264.0,0.0
325,16.0,1.0,0.0,13.0,43.0,3.0,10.0,61.4,0.62,102.2,19.0,44.0,7.004,73.0,21.0,6.0
326,8.0,1.0,0.0,24.0,43.0,3.0,7.0,61.4,0.62,102.2,19.0,44.0,7.004,0.0,20.0,-4.0
327,17.0,1.0,0.0,22.0,43.0,2.0,13.0,61.4,0.62,102.2,19.0,44.0,7.004,417.0,92.0,12.0
328,19.0,1.0,0.0,23.0,43.0,2.0,11.0,61.4,0.62,102.2,19.0,44.0,7.004,85.0,37.0,12.0
329,12.0,1.0,0.0,10.0,43.0,3.0,14.0,61.4,0.62,102.2,19.0,44.0,7.004,91.0,37.0,4.0
330,3.0,1.0,0.0,21.0,43.0,3.0,3.0,61.4,0.62,102.2,19.0,44.0,7.004,739.0,413.0,1.0
331,14.0,1.0,0.0,29.0,43.0,2.0,15.0,61.4,0.62,102.2,19.0,44.0,7.004,1.0,0.0,-1.0
332,4.0,1.0,0.0,22.0,43.0,3.0,4.0,61.4,0.62,102.2,19.0,44.0,7.004,739.0,326.0,1.0
333,20.0,1.0,0.0,30.0,43.0,2.0,16.0,61.4,0.62,102.2,19.0,44.0,7.004,1.0,1.0,3.0
334,18.0,1.0,0.0,28.0,43.0,2.0,12.0,61.4,0.62,102.2,19.0,44.0,7.004,57.0,14.0,0.0
335,11.0,54.0,0.0,14.0,17.0,3.0,12.0,67.2,0.66,43.0,15.0,71.0,4.309,91.0,54.0,5.0
336,10.0,54.0,0.0,1.0,17.0,2.0,14.0,67.2,0.66,43.0,15.0,71.0,4.309,145.0,49.0,2.0
337,8.0,54.0,0.0,7.0,17.0,3.0,9.0,67.2,0.66,43.0,15.0,71.0,4.309,57.0,43.0,4.0
338,7.0,54.0,0.0,28.0,17.0,2.0,7.0,67.2,0.66,43.0,15.0,71.0,4.309,28.0,8.0,-6.0
339,6.0,54.0,0.0,7.0,17.0,3.0,6.0,67.2,0.66,43.0,15.0,71.0,4.309,85.0,95.0,4.0
340,15.0,54.0,0.0,9.0,17.0,3.0,11.0,67.2,0.66,43.0,15.0,71.0,4.309,73.0,52.0,6.0
341,9.0,54.0,0.0,1.0,17.0,3.0,16.0,67.2,0.66,43.0,15.0,71.0,4.309,28.0,20.0,-2.0
342,5.0,54.0,0.0,4.0,17.0,3.0,5.0,67.2,0.66,43.0,15.0,71.0,4.309,417.0,92.0,-9.0
343,16.0,54.0,0.0,8.0,17.0,3.0,13.0,67.2,0.66,43.0,15.0,71.0,4.309,85.0,37.0,6.0
344,13.0,54.0,0.0,1.0,17.0,3.0,17.0,67.2,0.66,43.0,15.0,71.0,4.309,91.0,37.0,-2.0
345,1.0,54.0,1.0,10.0,17.0,2.0,2.0,67.2,0.66,43.0,15.0,71.0,4.309,417.0,278.0,0.0
346,3.0,54.0,0.0,11.0,17.0,3.0,1.0,67.2,0.66,43.0,15.0,71.0,4.309,739.0,413.0,-4.0
347,20.0,54.0,0.0,25.0,17.0,2.0,8.0,67.2,0.66,43.0,15.0,71.0,4.309,145.0,96.0,17.0
348,18.0,54.0,1.0,31.0,17.0,2.0,18.0,67.2,0.66,43.0,15.0,71.0,4.309,1.0,0.0,6.0
349,19.0,54.0,0.0,1.0,17.0,1.0,19.0,67.2,0.66,43.0,15.0,71.0,4.309,1.0,1.0,3.0
350,12.0,54.0,0.0,8.0,17.0,3.0,10.0,67.2,0.66,43.0,15.0,71.0,4.309,57.0,14.0,7.0
351,11.0,66.0,0.0,26.0,5.0,3.0,8.0,67.2,0.66,43.0,15.0,71.0,4.309,91.0,54.0,5.0
352,10.0,66.0,0.0,13.0,5.0,2.0,9.0,67.2,0.66,43.0,15.0,71.0,4.309,145.0,49.0,2.0
353,8.0,66.0,0.0,19.0,5.0,3.0,6.0,67.2,0.66,43.0,15.0,71.0,4.309,57.0,43.0,4.0
354,7.0,66.0,0.0,1.0,5.0,3.0,15.0,67.2,0.66,43.0,15.0,71.0,4.309,28.0,8.0,-6.0
355,6.0,66.0,0.0,19.0,5.0,3.0,4.0,67.2,0.66,43.0,15.0,71.0,4.309,85.0,95.0,4.0
356,15.0,66.0,0.0,21.0,5.0,3.0,10.0,67.2,0.66,43.0,15.0,71.0,4.309,73.0,52.0,6.0
357,9.0,66.0,0.0,13.0,5.0,3.0,12.0,67.2,0.66,43.0,15.0,71.0,4.309,28.0,20.0,-2.0
358,5.0,66.0,0.0,16.0,5.0,3.0,2.0,67.2,0.66,43.0,15.0,71.0,4.309,417.0,92.0,-9.0
359,16.0,66.0,0.0,20.0,5.0,3.0,13.0,67.2,0.66,43.0,15.0,71.0,4.309,85.0,37.0,6.0
360,13.0,66.0,0.0,13.0,5.0,3.0,11.0,67.2,0.66,43.0,15.0,71.0,4.309,91.0,37.0,-2.0
361,1.0,66.0,0.0,12.0,5.0,2.0,1.0,67.2,0.66,43.0,15.0,71.0,4.309,417.0,278.0,0.0
362,3.0,66.0,1.0,23.0,5.0,2.0,3.0,67.2,0.66,43.0,15.0,71.0,4.309,739.0,413.0,-4.0
363,20.0,66.0,0.0,37.0,5.0,2.0,5.0,67.2,0.66,43.0,15.0,71.0,4.309,145.0,96.0,17.0
364,18.0,66.0,1.0,12.0,5.0,3.0,14.0,67.2,0.66,43.0,15.0,71.0,4.309,1.0,0.0,6.0
365,19.0,66.0,1.0,13.0,5.0,3.0,16.0,67.2,0.66,43.0,15.0,71.0,4.309,1.0,1.0,3.0
366,12.0,66.0,0.0,20.0,5.0,3.0,7.0,67.2,0.66,43.0,15.0,71.0,4.309,57.0,14.0,7.0
367,7.0,20.0,1.0,8.0,32.0,2.0,8.0,64.91,0.72,11.3,18.0,52.0,5.891,91.0,54.0,0.0
368,8.0,20.0,0.0,7.0,32.0,2.0,9.0,64.91,0.72,11.3,18.0,52.0,5.891,145.0,49.0,-3.0
369,6.0,20.0,1.0,20.0,32.0,3.0,2.0,64.91,0.72,11.3,18.0,52.0,5.891,504.0,240.0,-10.0
370,12.0,20.0,0.0,3.0,32.0,1.0,14.0,64.91,0.72,11.3,18.0,52.0,5.891,57.0,43.0,4.0
371,5.0,20.0,0.0,8.0,32.0,1.0,7.0,64.91,0.72,11.3,18.0,52.0,5.891,417.0,95.0,1.0
372,15.0,20.0,0.0,2.0,32.0,1.0,12.0,64.91,0.72,11.3,18.0,52.0,5.891,73.0,52.0,-2.0
373,3.0,20.0,1.0,7.0,32.0,2.0,5.0,64.91,0.72,11.3,18.0,52.0,5.891,504.0,264.0,0.0
374,18.0,20.0,0.0,7.0,32.0,1.0,16.0,64.91,0.72,11.3,18.0,52.0,5.891,73.0,21.0,5.0
375,9.0,20.0,0.0,7.0,32.0,2.0,10.0,64.91,0.72,11.3,18.0,52.0,5.891,85.0,92.0,-3.0
376,17.0,20.0,1.0,8.0,32.0,2.0,13.0,64.91,0.72,11.3,18.0,52.0,5.891,85.0,37.0,8.0
377,10.0,20.0,0.0,7.0,32.0,1.0,11.0,64.91,0.72,11.3,18.0,52.0,5.891,91.0,37.0,0.0
378,4.0,20.0,1.0,7.0,32.0,2.0,4.0,64.91,0.72,11.3,18.0,52.0,5.891,417.0,278.0,-1.0
379,2.0,20.0,1.0,20.0,32.0,2.0,1.0,64.91,0.72,11.3,18.0,52.0,5.891,739.0,413.0,1.0
380,13.0,20.0,1.0,20.0,32.0,2.0,6.0,64.91,0.72,11.3,18.0,52.0,5.891,145.0,96.0,7.0
381,19.0,20.0,1.0,1.0,32.0,2.0,15.0,64.91,0.72,11.3,18.0,52.0,5.891,1.0,0.0,5.0
382,1.0,20.0,0.0,4.0,32.0,2.0,3.0,64.91,0.72,11.3,18.0,52.0,5.891,739.0,326.0,-1.0
383,20.0,20.0,1.0,20.0,32.0,2.0,17.0,64.91,0.72,11.3,18.0,52.0,5.891,1.0,1.0,5.0
384,7.0,1.0,0.0,17.0,55.0,4.0,7.0,66.04,0.45,7.4,16.0,56.0,5.451,91.0,54.0,0.0
385,15.0,1.0,1.0,1.0,55.0,3.0,20.0,66.04,0.45,7.4,16.0,56.0,5.451,145.0,49.0,-3.0
386,3.0,1.0,0.0,17.0,55.0,3.0,4.0,66.04,0.45,7.4,16.0,56.0,5.451,504.0,240.0,0.0
387,13.0,1.0,0.0,24.0,55.0,3.0,12.0,66.04,0.45,7.4,16.0,56.0,5.451,57.0,43.0,4.0
388,10.0,1.0,0.0,7.0,55.0,4.0,10.0,66.04,0.45,7.4,16.0,56.0,5.451,0.0,8.0,-1.0
389,6.0,1.0,0.0,18.0,55.0,4.0,6.0,66.04,0.45,7.4,16.0,56.0,5.451,417.0,95.0,0.0
390,12.0,1.0,0.0,19.0,55.0,3.0,8.0,66.04,0.45,7.4,16.0,56.0,5.451,73.0,52.0,4.0
391,4.0,1.0,0.0,21.0,55.0,3.0,3.0,66.04,0.45,7.4,16.0,56.0,5.451,504.0,264.0,-1.0
392,16.0,1.0,0.0,19.0,55.0,3.0,13.0,66.04,0.45,7.4,16.0,56.0,5.451,73.0,21.0,4.0
393,9.0,1.0,0.0,8.0,55.0,4.0,11.0,66.04,0.45,7.4,16.0,56.0,5.451,0.0,20.0,-4.0
394,20.0,1.0,0.0,18.0,55.0,4.0,18.0,66.04,0.45,7.4,16.0,56.0,5.451,85.0,92.0,10.0
395,5.0,1.0,0.0,16.0,55.0,3.0,5.0,66.04,0.45,7.4,16.0,56.0,5.451,417.0,278.0,1.0
396,2.0,1.0,0.0,21.0,55.0,3.0,1.0,66.04,0.45,7.4,16.0,56.0,5.451,739.0,413.0,1.0
397,14.0,1.0,1.0,1.0,55.0,3.0,19.0,66.04,0.45,7.4,16.0,56.0,5.451,145.0,96.0,0.0
398,17.0,1.0,0.0,21.0,55.0,3.0,15.0,66.04,0.45,7.4,16.0,56.0,5.451,1.0,0.0,1.0
399,1.0,1.0,0.0,20.0,55.0,3.0,2.0,66.04,0.45,7.4,16.0,56.0,5.451,739.0,326.0,-1.0
400,18.0,1.0,0.0,25.0,55.0,3.0,16.0,66.04,0.45,7.4,16.0,56.0,5.451,1.0,1.0,1.0
401,19.0,1.0,0.0,6.0,55.0,4.0,14.0,66.04,0.45,7.4,16.0,56.0,5.451,57.0,14.0,4.0
402,5.0,29.0,1.0,1.0,24.0,4.0,3.0,66.84,0.57,12.8,11.0,59.0,5.793,91.0,54.0,1.0
403,16.0,29.0,0.0,6.0,24.0,2.0,11.0,66.84,0.57,12.8,11.0,59.0,5.793,145.0,49.0,6.0
404,20.0,29.0,0.0,3.0,24.0,4.0,19.0,66.84,0.57,12.8,11.0,59.0,5.793,57.0,43.0,5.0
405,13.0,29.0,1.0,22.0,24.0,3.0,18.0,66.84,0.57,12.8,11.0,59.0,5.793,0.0,8.0,-3.0
406,17.0,29.0,0.0,1.0,24.0,4.0,12.0,66.84,0.57,12.8,11.0,59.0,5.793,85.0,95.0,6.0
407,18.0,29.0,0.0,1.0,24.0,4.0,10.0,66.84,0.57,12.8,11.0,59.0,5.793,73.0,52.0,11.0
408,1.0,29.0,0.0,9.0,24.0,2.0,1.0,66.84,0.57,12.8,11.0,59.0,5.793,504.0,264.0,0.0
409,9.0,29.0,0.0,7.0,24.0,3.0,14.0,66.84,0.57,12.8,11.0,59.0,5.793,73.0,21.0,-3.0
410,8.0,29.0,0.0,3.0,24.0,3.0,8.0,66.84,0.57,12.8,11.0,59.0,5.793,417.0,92.0,2.0
411,6.0,29.0,1.0,29.0,24.0,4.0,5.0,66.84,0.57,12.8,11.0,59.0,5.793,91.0,37.0,1.0
412,19.0,29.0,0.0,2.0,24.0,3.0,13.0,66.84,0.57,12.8,11.0,59.0,5.793,417.0,278.0,11.0
